taxonomy,conversion,weight
CR+CIP/LFINF+CDL/HEX:2,CR_LFINF-DUL_H2,1
CR+CIP/LFINF+CDM/HEX:2,CR_LFINF-DUM_H2,1
CR+CIP/LFINF+CDL/HEX:1,CR_LFINF-DUL_H1,1
MUR+CLBRS/LWAL+CDN/HEX:2,MUR-CL99_LWAL-DNO_H2,1
CR+CIP/LFINF+CDM/HEX:1,CR_LFINF-DUM_H1,1
MUR+CLBRS/LWAL+CDN/HEX:1,MUR-CL99_LWAL-DNO_H1,1
MUR+CBH/LWAL+CDN/HEX:2,MUR-CB99_LWAL-DNO_H2,1
MUR+CBH/LWAL+CDN/HEX:1,MUR-CB99_LWAL-DNO_H1,1
CR+CIP/LFINF+CDL/HEX:3,CR_LFINF-DUL_H3,1
CR+CIP/LFINF+CDM/HEX:3,CR_LFINF-DUM_H3,1
CR+CIP/LWAL+CDM/HEX:1,CR_LWAL-DUM_H1,1
CR+CIP/LWAL+CDL/HEX:2,CR_LWAL-DUL_H2,1
CR+CIP/LWAL+CDM/HEX:2,CR_LWAL-DUM_H2,1
CR+CIP/LWAL+CDL/HEX:1,CR_LWAL-DUL_H1,1
MUR+CLBRS/LWAL+CDN/HEX:3,MUR-CL99_LWAL-DNO_H3,1
CR+CIP/LFINF+CDL/HEX:4,CR_LFINF-DUL_H4,1
CR+PCPS/LFINF+CDL/HEX:3,CR_LFINF-DUL_H3,1
CR+CIP/LFINF+CDM/HEX:4,CR_LFINF-DUM_H4,1
MUR+CLBRS/LWAL+CDN/HEX:4,MUR-CL99_LWAL-DNO_H4,1
CR+PCPS/LFINF+CDM/HEX:3,CR_LFINF-DUM_H3,1
MUR+ADO/LWAL+CDN/HEX:1,MUR-ADO_LWAL-DNO_H1,1
CR+CIP/LFINF+CDN/HEX:2,CR_LFINF-DUL_H2,1
MUR+ADO/LWAL+CDN/HEX:2,MUR-ADO_LWAL-DNO_H2,1
CR+PCPS/LFINF+CDL/HEX:4,CR_LFINF-DUL_H4,1
CR+CIP/LDUAL+CDM/HEX:5,CR_LDUAL-DUM_H5,1
CR+CIP/LDUAL+CDL/HEX:5,CR_LDUAL-DUL_H5,1
CR+CIP/LFINF+CDN/HEX:1,CR_LFINF-DUL_H1,1
CR+CIP/LDUAL+CDM/HEX:4,CR_LDUAL-DUM_H4,1
CR+CIP/LDUAL+CDL/HEX:4,CR_LDUAL-DUL_H4,1
CR+CIP/LWAL+CDN/HEX:1,CR_LFINF-DUL_H1,1
S/LWAL+CDL/HEX:1,S_LWAL-DUL_H1,1
CR+CIP/LFINF+CDH/HEX:2,CR_LFINF-DUH_H2,1
CR+CIP/LWAL+CDH/HEX:2,CR_LWAL-DUH_H2,1
CR+CIP/LWAL+CDH/HEX:1,CR_LWAL-DUH_H1,1
CR+CIP/LWAL+CDN/HEX:2,CR_LFINF-DUL_H2,1
S/LWAL+CDM/HEX:2,S_LWAL-DUM_H2,1
S/LWAL+CDM/HEX:1,S_LWAL-DUM_H1,1
CR+CIP/LFINF+CDH/HEX:1,CR_LFINF-DUH_H1,1
CR+PCPS/LFINF+CDM/HEX:4,CR_LFINF-DUM_H4,1
CR+CIP/LFINF+CDN/HEX:3,CR_LFINF-DUL_H3,1
S/LWAL+CDL/HEX:2,S_LWAL-DUL_H2,1
CR+CIP/LFINF+CDL/HEX:5,CR_LFINF-DUL_H5,1
CR+CIP/LDUAL+CDM/HEX:6,CR_LDUAL-DUM_H6,1
CR+CIP/LFINF+CDM/HEX:5,CR_LFINF-DUM_H5,1
CR+PCPS/LDUAL+CDL/HEX:5,CR_LDUAL-DUL_H5,1
MUR+CLBRS/LWAL+CDN/HEX:5,MUR-CL99_LWAL-DNO_H5,1
CR+CIP/LDUAL+CDL/HEX:6,CR_LDUAL-DUL_H6,1
W+WLI/LWAL+CDL/HEX:1,W_LFM-DUL_H1,1
MUR+ADO/LWAL+CDN/HEX:3,MUR-ADO_LWAL-DNO_H3,1
S/LFM+CDM/HEX:1,S_LFM-DUM_H1,1
S/LFM+CDL/HEX:1,S_LFM-DUL_H1,1
CR+CIP/LDUAL+CDM/HEX:1,CR_LDUAL-DUM_H1,1
S/LFM+CDM/HEX:2,S_LFM-DUM_H2,1
CR+CIP/LDUAL+CDM/HBET:11-20,CR_LDUAL-DUH_H12,1
CR+PCPS/LFINF+CDL/HEX:5,CR_LFINF-DUL_H5,1
CR+CIP/LFINF+CDH/HEX:3,CR_LFINF-DUH_H3,1
CR+CIP/LDUAL+CDM/HEX:7,CR_LDUAL-DUM_H7,1
S/LFM+CDL/HEX:2,S_LFM-DUL_H2,1
W+WLI/LWAL+CDL/HEX:2,W_LFM-DUL_H2,1
CR+PCPS/LFINF+CDL/HEX:2,CR_LFINF-DUL_H2,1
W+WLI/LWAL+CDN/HEX:1,W_LFM-DUL_H1,1
CR+PCPS/LWAL+CDL/HEX:1,CR_LWAL-DUL_H1,1
W+WLI/LWAL+CDN/HEX:2,W_LFM-DUL_H2,1
CR+PCPS/LWAL+CDM/HEX:1,CR_LWAL-DUM_H1,1
CR+CIP/LDUAL+CDL/HEX:1,CR_LDUAL-DUL_H1,1
CR+CIP/LDUAL+CDL/HEX:7,CR_LDUAL-DUL_H7,1
CR+CIP/LDUAL+CDL/HBET:11-20,CR_LDUAL-DUL_H12,1
CR+CIP/LDUAL+CDM/HEX:8,CR_LDUAL-DUM_H8,1
CR+PCPS/LDUAL+CDM/HEX:5,CR_LDUAL-DUM_H5,1
CR+PCPS/LDUAL+CDL/HEX:6,CR_LDUAL-DUL_H6,1
CR+CIP/LDUAL+CDL/HEX:8,CR_LDUAL-DUL_H8,1
CR+CIP/LDUAL+CDM/HEX:9,CR_LDUAL-DUM_H9,1
CR+PCPS/LFINF+CDM/HEX:2,CR_LFINF-DUM_H2,1
S/LWAL+CDH/HEX:2,S_LWAL-DUH_H2,1
CR+CIP/LWAL+CDL/HEX:3,CR_LWAL-DUL_H3,1
S/LWAL+CDH/HEX:1,S_LWAL-DUH_H1,1
CR+CIP/LDUAL+CDL/HEX:9,CR_LDUAL-DUL_H9,1
CR+CIP/LFINF+CDN/HEX:4,CR_LFINF-DUL_H4,1
MUR+CLBRS/LWAL+CDN/HEX:6,CR_LFINF-DUL_H6,1
CR+PCPS/LDUAL+CDL/HBET:11-20,CR_LDUAL-DUL_H12,1
CR+CIP/LWAL+CDM/HEX:3,CR_LWAL-DUM_H3,1
CR+CIP/LDUAL+CDH/HEX:6,CR_LDUAL-DUH_H6,1
CR+CIP/LWAL+CDN/HEX:3,CR_LFINF-DUL_H3,1
CR+PCPS/LDUAL+CDM/HBET:11-20,CR_LDUAL-DUM_H12,1
CR+CIP/LDUAL+CDH/HEX:5,CR_LDUAL-DUH_H5,1
CR+CIP/LDUAL+CDM/HEX:10,CR_LDUAL-DUM_H10,1
CR+CIP/LDUAL+CDH/HEX:1,CR_LDUAL-DUH_H1,1
CR+PCPS/LDUAL+CDM/HEX:6,CR_LDUAL-DUM_H6,1
CR+CIP/LFINF+CDL/HEX:6,CR_LFINF-DUL_H6,1
CR+PCPS/LDUAL+CDL/HEX:7,CR_LDUAL-DUL_H7,1
CR+CIP/LFINF+CDM/HEX:6,CR_LFINF-DUM_H6,1
CR+CIP/LDUAL+CDH/HBET:11-20,CR_LFINF-DUH_H10,1
CR+CIP/LFINF+CDH/HEX:4,CR_LFINF-DUH_H4,1
W+WLI/LWAL+CDM/HEX:1,W_LFM-DUM_H1,1
CR+PCPS/LFINF+CDL/HEX:1,CR_LFINF-DUL_H1,1
CR+CIP/LDUAL+CDL/HEX:10,CR_LDUAL-DUL_H10,1
CR+CIP/LDUAL+CDH/HEX:7,CR_LDUAL-DUH_H7,1
CR+PCPS/LDUAL+CDL/HEX:8,CR_LDUAL-DUL_H8,1
CR+PCPS/LFINF+CDM/HEX:5,CR_LFINF-DUM_H5,1
MUR+CLBRS/LWAL+CDN/HBET:11-20,CR_LFINF-DUL_H10,1
MUR+CLBRS/LWAL+CDN/HEX:7,CR_LFINF-DUL_H7,1
CR+PCPS/LDUAL+CDM/HEX:7,CR_LDUAL-DUM_H7,1
CR+PCPS/LDUAL+CDL/HEX:10,CR_LDUAL-DUL_H10,1
CR+CIP/LDUAL+CDH/HEX:8,CR_LDUAL-DUH_H8,1
MUR+CBH/LWAL+CDN/HEX:3,MUR-CB99_LWAL-DNO_H3,1
CR+PCPS/LDUAL+CDL/HEX:9,CR_LDUAL-DUL_H9,1
W+WLI/LWAL+CDM/HEX:2,W_LFM-DUM_H2,1
MUR+CLBRS/LWAL+CDN/HEX:8,CR_LFINF-DUL_H8,1
CR+CIP/LDUAL+CDH/HEX:9,CR_LDUAL-DUH_H9,1
CR+PCPS/LFINF+CDM/HEX:1,CR_LFINF-DUM_H1,1
CR+PCPS/LFINF+CDL/HEX:6,CR_LFINF-DUL_H6,1
CR+CIP/LFM+CDM/HEX:5,CR_LFM-DUM_H5,1
MUR+ADO/LWAL+CDN/HEX:4,MUR-ADO_LWAL-DNO_H3,1
CR+CIP/LFM+CDL/HEX:5,CR_LFM-DUL_H5,1
CR+PCPS/LDUAL+CDM/HEX:8,CR_LDUAL-DUM_H8,1
MUR+CLBRS/LWAL+CDN/HEX:9,CR_LFINF-DUL_H9,1
CR+CIP/LWAL+CDM/HEX:4,CR_LWAL-DUM_H4,1
CR+CIP/LWAL+CDH/HEX:3,CR_LWAL-DUH_H3,1
S/LWAL+CDN/HEX:1,S_LFM-DUL_H1,1
S/LWAL+CDN/HEX:2,S_LFM-DUL_H2,1
CR+CIP/LWAL+CDL/HEX:4,CR_LWAL-DUL_H4,1
CR+CIP/LFINF+CDM/HEX:7,CR_LFINF-DUM_H7,1
CR+CIP/LFINF+CDL/HEX:7,CR_LFINF-DUL_H7,1
S/LFM+CDH/HEX:1,S_LFM-DUH_H1,1
S/LFM+CDH/HEX:2,S_LFM-DUH_H2,1
CR+CIP/LFM+CDM/HEX:4,CR_LFM-DUM_H4,1
CR+CIP/LFM+CDL/HEX:4,CR_LFM-DUL_H4,1
S/LDUAL+CDL/HBET:11-20,S_LFBR-DUL_H20,1
CR+CIP/LFM+CDM/HEX:2,CR_LFM-DUM_H2,1
CR+PCPS/LDUAL+CDM/HEX:9,CR_LDUAL-DUM_H9,1
CR+CIP/LDUAL+CDH/HEX:4,CR_LDUAL-DUH_H4,1
CR+CIP/LFINF+CDN/HEX:5,CR_LFINF-DUL_H5,1
CR+PCPS/LDUAL+CDM/HEX:10,CR_LDUAL-DUM_H10,1
S/LDUAL+CDM/HBET:11-20,S_LFBR-DUM_H20,1
CR+CIP/LFM+CDL/HEX:2,CR_LFM-DUL_H2,1
CR+CIP/LFM+CDM/HEX:3,CR_LFM-DUM_H3,1
CR+CIP/LFM+CDM/HEX:6,CR_LFM-DUM_H6,1
CR+CIP/LDUAL+CDH/HEX:10,CR_LDUAL-DUH_H10,1
S/LFINF+CDL/HEX:2,S_LFINF-DUL_H2,1
CR+CIP/LFM+CDM/HEX:1,CR_LFM-DUM_H1,1
CR+CIP/LFM+CDL/HEX:1,CR_LFM-DUL_H1,1
CR+CIP/LFM+CDL/HEX:6,CR_LFM-DUL_H6,1
MUR+CLBRS/LWAL+CDN/HEX:10,CR_LFINF-DUL_H10,1
CR+CIP/LFM+CDL/HEX:3,CR_LFM-DUL_H3,1
CR+CIP/LFINF+CDM/HEX:8,CR_LFINF-DUM_H8,1
CR+CIP/LWAL+CDN/HEX:4,CR_LDUAL-DUL_H4,1
CR+CIP/LDUAL+CDM/HBET:21-30,CR_LDUAL-DUM_H12,1
S/LFINF+CDM/HEX:2,S_LFINF-DUM_H2,1
CR+CIP/LFINF+CDL/HEX:8,CR_LFINF-DUL_H8,1
S/LWAL+CDM/HEX:3,S_LWAL-DUM_H3,1
CR+PCPS/LFINF+CDL/HEX:7,CR_LFINF-DUL_H7,1
CR+CIP/LDUAL+CDN/HEX:5,CR_LDUAL-DUL_H5,1
CR+CIP/LFINF+CDH/HEX:5,CR_LFINF-DUH_H5,1
CR+PCPS/LWAL+CDL/HEX:2,CR_LWAL-DUL_H2,1
CR+CIP/LWAL+CDH/HEX:4,CR_LWAL-DUH_H4,1
CR+PCPS/LFM+CDL/HEX:5,CR_LFM-DUL_H5,1
CR+CIP/LDUAL+CDN/HEX:4,CR_LDUAL-DUL_H4,1
S/LWAL+CDM/HEX:4,S_LWAL-DUM_H4,1
CR+PCPS/LFINF+CDM/HEX:6,CR_LFINF-DUM_H6,1
S/LFM+CDM/HEX:3,S_LFM-DUM_H3,1
MATO/UNK+CDN/HEX:1,W_LFM-DUL_H1,1
S/LWAL+CDL/HEX:3,S_LWAL-DUL_H3,1
CR+PCPS/LDUAL+CDM/HBET:21-30,CR_LDUAL-DUM_H12,1
MATO/UNK+CDN/HEX:2,W_LFM-DUL_H2,1
CR+CIP/LDUAL+CDH/HBET:21-30,CR_LDUAL-DUH_H12,1
CR+CIP/LDUAL+CDL/HBET:21-30,CR_LDUAL-DUL_H12,1
S/LFINF+CDM/HEX:1,S_LFINF-DUM_H1,1
S/LFINF+CDL/HEX:1,S_LFINF-DUL_H1,1
S/LDUAL+CDM/HEX:5,S_LFBR-DUM_H5,1
CR+CIP/LFM+CDM/HEX:7,CR_LFM-DUM_H7,1
CR+PCPS/LWAL+CDL/HEX:3,CR_LWAL-DUL_H3,1
CR+CIP/LFINF+CDM/HEX:9,CR_LFINF-DUM_H9,1
CR+PCPS/LWAL+CDM/HEX:3,CR_LWAL-DUM_H3,1
S/LDUAL+CDM/HEX:1,S_LFBR-DUM_H1,1
CR+CIP/LFINF+CDL/HEX:9,CR_LFINF-DUL_H9,1
CR+CIP/LFM+CDL/HEX:7,CR_LFM-DUL_H7,1
CR+PCPS/LWAL+CDM/HEX:4,CR_LWAL-DUM_H4,1
CR+CIP/LFM+CDH/HEX:3,CR_LFM-DUH_H3,1
S/LDUAL+CDH/HBET:11-20,S_LFBR-DUH_H20,1
CR+CIP/LFM+CDH/HEX:2,CR_LFM-DUH_H2,1
S/LDUAL+CDH/HEX:1,S_LFBR-DUH_H1,1
S/LDUAL+CDM/HEX:6,S_LFBR-DUM_H6,1
CR+CIP/LFINF+CDM/HBET:11-20,CR_LWAL-DUM_H12,1
S/LDUAL+CDM/HEX:8,S_LFBR-DUM_H8,1
CR+PCPS/LWAL+CDM/HEX:2,CR_LWAL-DUM_H2,1
W+WLI/LWAL+CDN/HEX:3,W_LFM-DUL_H3,1
S/LWAL+CDH/HEX:3,S_LWAL-DUH_H3,1
CR+PCPS/LFINF+CDL/HEX:8,CR_LFINF-DUL_H8,1
CR+PCPS/LFM+CDL/HEX:6,CR_LFM-DUL_H6,1
CR+CIP/LFINF+CDL/HBET:11-20,CR_LDUAL-DUL_H12,1
CR+CIP/LDUAL+CDN/HEX:6,CR_LDUAL-DUL_H6,1
CR+CIP/LFINF+CDL/HEX:10,CR_LFINF-DUL_H10,1
CR+CIP/LDUAL+CDM/HBET:31-60,CR_LWAL-DUH_H45,1
S/LFM+CDM/HEX:5,S_LFM-DUM_H5,1
S/LFM+CDM/HEX:6,S_LFM-DUM_H6,1
CR+CIP/LFINF+CDM/HEX:10,CR_LFINF-DUM_H10,1
S/LDUAL+CDL/HEX:10,S_LFBR-DUL_H10,1
S/LFINF+CDM/HEX:3,S_LFINF-DUM_H3,1
MUR+CBH/LWAL+CDN/HEX:4,MUR-CB99_LWAL-DNO_H4,1
CR+PCPS/LFINF+CDM/HEX:7,CR_LFINF-DUM_H7,1
S/LDUAL+CDM/HEX:7,S_LFBR-DUM_H7,1
S/LFM+CDM/HEX:4,S_LFM-DUM_H4,1
CR+PCPS/LWAL+CDL/HEX:4,CR_LWAL-DUL_H4,1
CR+PCPS/LFM+CDM/HEX:5,CR_LFM-DUM_H5,1
MUR+ST/LWAL+CDN/HEX:1,MUR-STDRE_LWAL-DNO_H1,1
MUR+ST/LWAL+CDN/HEX:2,MUR-STDRE_LWAL-DNO_H2,1
S/LDUAL+CDM/HBET:21-30,S_LFBR-DUM_H25,1
CR+CIP/LFINF+CDN/HEX:6,CR_LFINF-DUL_H6,1
MUR+CLBRS/LWAL+CDN/HBET:21-30,CR_LWAL-DUM_H25,1
S/LWAL+CDH/HEX:4,S_LWAL-DUH_H4,1
S/LDUAL+CDM/HEX:9,S_LFBR-DUM_H9,1
S/LFINF+CDM/HEX:4,S_LFINF-DUM_H4,1
S/LFM+CDL/HEX:5,S_LFM-DUL_H5,1
S/LWAL+CDL/HEX:4,S_LWAL-DUL_H4,1
S/LFM+CDL/HEX:6,S_LFM-DUL_H6,1
CR+CIP/LFINF+CDH/HEX:6,CR_LFINF-DUH_H6,1
MUR+CBH/LWAL+CDN/HEX:5,MUR-CB99_LWAL-DNO_H5,1
CR+CIP/LDUAL+CDL/HBET:31-60,CR_LWAL-DUM_H45,1
MUR+ADO/LWAL+CDN/HEX:5,CR_LFINF-DUL_H5,1
CR+CIP/LWAL+CDM/HEX:5,CR_LWAL-DUM_H5,1
CR+PCPS/LDUAL+CDL/HBET:21-30,CR_LWAL-DUM_H25,1
CR+PCPS/LFM+CDL/HEX:7,CR_LFM-DUL_H7,1
CR+CIP/LFM+CDH/HEX:5,CR_LFM-DUH_H5,1
CR+PCPS/LFINF+CDM/HBET:11-20,CR_LWAL-DUM_H15,1
S/LFINF+CDL/HBET:11-20,S_LFBR-DUM_H20,1
CR+PCPS/LDUAL+CDM/HBET:31-60,CR_LWAL-DUM_H45,1
CR+CIP/LDUAL+CDN/HEX:7,CR_LWAL-DUL_H7,1
W+WLI/LWAL+CDL/HEX:3,W_LFM-DUL_H3,1
CR+CIP/LFM+CDH/HEX:6,CR_LFM-DUH_H6,1
S/LDUAL+CDM/HEX:10,S_LFBR-DUM_H10,1
CR+PCPS/LFINF+CDL/HEX:9,CR_LFINF-DUL_H9,1
CR+CIP/LFINF+CDM/HBET:21-30,CR_LWAL-DUM_H25,1
CR+PCPS/LFINF+CDM/HEX:8,CR_LFINF-DUM_H8,1
CR+PCPS/LFM+CDM/HEX:6,CR_LFM-DUM_H6,1
CR+PCPS/LFINF+CDM/HEX:10,CR_LFINF-DUM_H10,1
S/LWAL+CDM/HEX:5,S_LWAL-DUM_H5,1
CR+CIP/LWAL+CDL/HEX:5,CR_LWAL-DUL_H5,1
CR+CIP/LDUAL+CDH/HBET:31-60,CR_LWAL-DUH_H45,1
CR+PCPS/LDUAL+CDL/HBET:31-60,CR_LWAL-DUM_H45,1
CR+CIP/LDUAL+CDN/HEX:9,CR_LDUAL-DUL_H9,1
CR+CIP/LFINF+CDL/HBET:21-30,CR_LWAL-DUM_H25,1
S/LFM+CDH/HEX:6,S_LFM-DUH_H6,1
CR+PCPS/LFINF+CDL/HBET:11-20,CR_LFINF-DUL_H10,1
CR+PCPS/LFM+CDL/HEX:3,CR_LFM-DUL_H3,1
CR+CIP/LFINF+CDH/HEX:7,CR_LFINF-DUH_H7,1
S/LFM+CDH/HEX:4,S_LFM-DUH_H4,1
S/LFM+CDH/HEX:5,S_LFM-DUH_H5,1
S/LFM+CDL/HEX:3,S_LFM-DUL_H3,1
CR+CIP/LFINF+CDN/HEX:7,CR_LFINF-DUL_H7,1
CR+CIP/LFINF+CDL/HBET:31-60,CR_LWAL-DUM_H45,1
CR+CIP/LWAL+CDH/HEX:5,CR_LWAL-DUH_H5,1
CR+CIP/LFM+CDH/HEX:4,CR_LFM-DUH_H4,1
CR+CIP/LFM+CDN/HEX:4,CR_LFM-DUL_H4,1
S/LFM+CDH/HEX:3,S_LFM-DUH_H3,1
CR+CIP/LFINF+CDH/HEX:8,CR_LFINF-DUH_H8,1
MUR+CBH/LWAL+CDN/HEX:9,CR_LFINF-DUL_H9,1
W+WLI/LWAL+CDH/HEX:1,W_LFM-DUH_H1,1
CR+CIP/LFINF+CDH/HBET:11-20,CR_LFINF-DUL_H10,1
MUR+CBH/LWAL+CDN/HEX:6,CR_LFINF-DUL_H6,1
CR+PCPS/LFM+CDM/HEX:4,CR_LFM-DUM_H4,1
CR+PCPS/LFM+CDM/HEX:3,CR_LFM-DUM_H3,1
CR+PCPS/LFM+CDM/HEX:1,CR_LFM-DUM_H1,1
CR+CIP/LDUAL+CDN/HEX:10,CR_LDUAL-DUL_H10,1
W+WLI/LFM+CDL/HEX:1,W_LFM-DUL_H1,1
CR+CIP/LFINF+CDM/HBET:31-60,CR_LWAL-DUM_H45,1
CR+PCPS/LFINF+CDL/HEX:10,CR_LFINF-DUL_H10,1
S/LDUAL+CDL/HEX:1,S_LFBR-DUL_H1,1
CR+PCPS/LFINF+CDL/HBET:21-30,CR_LWAL-DUM_H25,1
S/LFM+CDM/HEX:7,S_LFM-DUM_H7,1
S/LFM+CDL/HEX:7,S_LFM-DUL_H7,1
MUR+CBH/LWAL+CDN/HEX:8,CR_LFINF-DUL_H8,1
W+WLI/LWAL+CDH/HEX:2,W_LFM-DUH_H2,1
W+WLI/LFINF+CDL/HEX:5,W_LFM-DUL_H5,1
W+WLI/LFINF+CDL/HEX:2,W_LFM-DUL_H2,1
W+WLI/LWAL+CDM/HEX:3,W_LFM-DUM_H3,1
CR+CIP/LBR+CDH/HEX:10,CR_LDUAL-DUH_H10,1
S/LFM+CDH/HEX:7,S_LFM-DUH_H7,1
CR+PCPS/LFM+CDM/HEX:7,CR_LFM-DUM_H7,1
CR+PCPS/LFM+CDL/HEX:1,CR_LFM-DUL_H1,1
CR+PCPS/LFINF+CDM/HEX:9,CR_LFINF-DUM_H9,1
CR+PCPS/LFINF+CDM/HBET:31-60,CR_LWAL-DUM_H45,1
CR+PCPS/LFINF+CDM/HBET:21-30,CR_LWAL-DUM_H25,1
CR+CIP/LBR+CDH/HEX:9,CR_LDUAL-DUH_H9,1
CR+CIP/LWAL+CDN/HEX:5,CR_LDUAL-DUL_H5,1
CR+CIP/LWAL+CDM/HEX:9,CR_LWAL-DUM_H9,1
CR+CIP/LWAL+CDL/HEX:6,CR_LWAL-DUL_H6,1
CR+CIP/LFM+CDN/HEX:5,CR_LFM-DUL_H5,1
CR+CIP/LFM+CDN/HEX:3,CR_LFM-DUL_H3,1
CR+CIP/LFM+CDH/HEX:1,CR_LFM-DUH_H1,1
CR+CIP/LFINF+CDH/HBET:21-30,CR_LWAL-DUH_H25,1
CR+CIP/LDUAL+CDN/HEX:8,CR_LDUAL-DUL_H8,1
CR+CIP/LBR+CDM/HEX:9,CR_LWAL-DUM_H9,1
CR+CIP/LBR+CDM/HEX:10,CR_LWAL-DUM_H10,1
CR+PCPS/LFM+CDL/HEX:4,CR_LFM-DUL_H4,1
CR+PCPS/LWAL+CDL/HEX:5,CR_LWAL-DUL_H5,1
S/LFINF+CDL/HEX:3,S_LFINF-DUL_H3,1
MATO/UNK+CDN/HEX:10,CR_LWAL-DUM_H10,1
S/LFINF+CDL/HEX:10,S_LFINF-DUL_H10,1
S/LFINF+CDL/HBET:21-30,S_LFM-DUM_H20,1
S/LFINF+CDH/HEX:2,S_LFINF-DUH_H2,1
S/LFINF+CDH/HEX:1,S_LFINF-DUH_H1,1
S/LDUAL+CDM/HBET:31-60,S_LFM-DUM_H20,1
S/LDUAL+CDL/HEX:9,S_LFBR-DUL_H9,1
S/LDUAL+CDL/HBET:21-30,S_LFM-DUM_H20,1
S/LDUAL+CDH/HEX:9,S_LFBR-DUH_H9,1
S/LDUAL+CDH/HEX:8,S_LFBR-DUH_H8,1
S/LDUAL+CDH/HEX:7,S_LFBR-DUH_H7,1
S/LDUAL+CDH/HEX:10,S_LFBR-DUH_H10,1
S/LBR+CDM/HEX:10,S_LFM-DUM_H10,1
MUR+CLBRS/LWAL+CDN/HBET:31-60,CR_LWAL-DUM_H25,1
MUR+ADO/LWAL+CDN/HEX:6,CR_LFINF-DUL_H6,1
MUR+ADO/LWAL+CDN/HBET:21-30,CR_LWAL-DUM_H25,1
W+WLI/LWAL+CDN/HEX:4,W_LFM-DUL_H4,1
