NM_PARR,ID_PARR,number,rc_usd,night,d-none,d-sli,d-mod,d-ext,d-com,collapsed,fatalities,losses,homeless,injured,str_lr,col_lr,occ_lr,hom_lr,inj_lr
CHIMBACALLE,1.0,4300.0,780826265,41019.7,2477.9613851999998,1282.38617426,266.752919602,103.5143104385,169.3853163945,19.79306866479,27.89279202392,65094350,2707.506459491,585.0628579933,8.336598448967191,0.460303922436977,67.99852759508236,6600.502830325429,1426.2972620309267
LA LIBERTAD,2.0,2825.0,385733696,27497.7,1742.4188322,744.60548965,159.01829314,64.1674676479,114.7899832434,13.08866981532,14.3828391776,29267672,1603.179851446,356.36738643,7.587533232739895,0.463315745675044,52.30560802394382,5830.232533797372,1295.989797073937
COTOCOLLAO,3.0,3838.0,715905633,30843.4,2284.9671766,1098.66340339,223.593541773,86.714467211,144.061417344,16.9306304853,21.48717414242,60763189,2012.8145436080001,433.5342295371,8.487597551348864,0.441131591591975,69.66538754618492,6525.916544894532,1405.5980518914905
MARISCAL SUCRE,4.0,2643.0,1447796575,13631.5,1470.865338,751.545056905,191.03087395,80.839453152,148.71928208,17.4096128091,12.76716974863,120547781,1153.870891539,261.1642877274,8.326292735588211,0.658706500533485,93.65931664622381,8464.738961515606,1915.8881100935332
LA MAGDALENA,5.0,3647.0,781109400,28352.0,2092.9828725,1084.21920804,226.277938823,89.0753617814,154.4446467296,18.01294652483,19.57979532512,63615214,1883.792001135,411.2951001083,8.144213026939125,0.493911338766932,69.05966184085779,6644.300229736879,1450.6740269056857
CENTRO HISTORICO,6.0,3784.0,1100694380,40822.7,2056.5172084,1071.70289003,288.666908063,124.6216916457,242.4912707885,28.53167946735,37.41233078092,118768106,3859.311534034,907.24846941,10.79028910624783,0.754008442583245,91.6458999059837,9453.837041729235,2222.4117204643494
SAN BARTOLO,7.0,8414.0,1366485605,64087.0,4897.9354217,2496.31534533,510.117781445,196.1399221166,313.4915814852,37.32232076996,43.46780901403,100345190,4127.784480011,880.4938236201,7.343303827385726,0.44357405241217,67.82625027545367,6440.907641192441,1373.9039487261066
SOLANDA,8.0,9002.0,1277371113,78250.0,5105.4440462,2806.49397157,563.168913442,211.2221093864,315.6709983772,37.20040084372,52.75819319435,99126265,4764.955497725,992.6095818498,7.760177466266574,0.413245954718063,67.42261111099042,6089.399997092652,1268.5106477313736
LA CONCEPCION,9.0,4548.0,1012286631,32058.4,2596.5297905,1391.09022824,282.385408773,108.1674033665,169.8272404708,20.88672962331,24.587732134612,79569889,2129.449106281,453.6896395653,7.86041095420063,0.459250871224934,76.69669145875028,6642.406066057569,1415.1973884077186
COMITE DEL PUEBLO,10.0,5869.0,998326189,46141.9,3983.033546,1391.26122843,252.390039646,94.0013521611,148.3138836954,17.1737700994,20.57510705026,58713865,2006.065961299,418.2099857972,5.881230549786258,0.292618335310956,44.59094023059302,4347.601553683312,906.356231098416
SAN ISIDRO,11.0,4473.0,980491758,41692.8,2728.804345,1231.93207597,254.99090304,98.5095874841,158.7631004339,18.50380280105,27.244241681734,81868285,2609.4666706978,555.52963591863,8.349716743707814,0.413677683904538,65.34519552952548,6258.794493768229,1332.4354227075896
JIPI JAPA,12.0,3757.0,1218171533,32794.0,2042.8556666,1184.69375152,261.473803776,103.0097112036,164.967128699,19.9463723808,30.48301481748,111483244,2639.6425815007,570.1315718436,9.151686834781358,0.530912227330317,92.95302438702201,8049.163205161615,1738.5240344075137
LA FERROVIARIA,13.0,6641.0,1077104614,65349.9,4106.3024002,1811.64312895,358.382835184,137.5600043592,227.1117471025,26.31664761039,35.59753536825,77076348,3629.2374006666,780.67191582338,7.155883167720893,0.396275374347086,54.47221092648956,5553.546984259501,1194.6030763985561
PONCEANO,14.0,5960.0,1623701668,54338.6,3711.2669344,1612.60730779,322.479667955,122.6531051828,190.9930298241,22.60602825321,35.56908153015,115289267,3299.465883145,695.5249373793,7.100397155119095,0.37929577606057,65.45822220327723,6072.048015857973,1279.9831747216529
KENNEDY,15.0,8635.0,1747759641,69186.8,5062.1800152,2488.8827602,526.147540929,207.4215457298,350.368093155,41.63089727543,56.70446552148,154990874,5086.334945558,1105.8103873125,8.867974226021158,0.482118092361668,81.95850295356918,7351.5973358473,1598.2967665978194
LA  ARGELIA,16.0,7198.0,1000393637,57912.3,4840.0356021,1736.0631269,316.354811935,118.2861951401,187.2602939678,21.52790931149,25.826268545224,59780424,2595.003853106,542.46918255626,5.975690127271176,0.299081818720339,44.59548065820905,4480.920034441733,936.7080612516856
LLANO CHICO,17.0,1752.0,181756281,8115.9,1261.4407215,339.11978781,69.463092687,28.0710404374,53.9053405333,5.8249230899,2.957236436831,10585732,360.4260213731,80.12330480593,5.824135263489675,0.332472779103881,36.43756621977846,4440.986475598517,987.238689559137
ZAMBIZA,18.0,461.0,57919150,2954.7,323.2003801,98.77870463,18.770538593,7.3153915252,12.9349880561,1.42977023647,1.024917627025,3214395,121.829228803,26.4652408986,5.54979599239679,0.310145387520607,34.68770525011,4123.235144109386,895.6997630419332
CHILIBULO,19.0,5126.0,869344433,48791.3,3365.6969111,1285.82983666,240.142597008,90.30685801759999,144.0238496343,16.49161920502,20.103432996646,53528307,2128.1902140772,447.26712288224,6.157318665951728,0.321724916211861,41.20290501922678,4361.82314075911,916.6944165911544
LA MENA,20.0,6046.0,794620550,44212.7,4107.0872262,1468.72014791,249.638196624,89.816955076,130.7373915444,15.343293725339999,18.005347111117,45692331,1766.1683259018,360.8025795555,5.750207531931611,0.253775946499173,40.724378088461016,3994.708140199083,816.0609498074083
CARCELEN,21.0,7979.0,1203740583,55415.3,4895.6949863,2233.04451237,431.354321275,163.2380523892,255.6680485382,30.85412117018,35.36650236433,88748894,3215.975520151,682.0424991722,7.37275914581586,0.386691580024815,63.82082631390609,5803.407218134703,1230.7837351276632
PERUCHO,22.0,154.0,13287952,475.6,115.4454599,26.1496404,5.522218472,2.301879007,4.580800673,0.487508692,0.12468757171,656419,19.504155231,4.5066855916,4.939956925897629,0.316564085714286,26.216899013877203,4100.957786164844,947.5789721614802
GUANGOPOLO,23.0,31.0,3793046,1978.7,19.3676293,7.98811263,1.737606246,0.6937163718,1.2129353953,0.13720606041,0.9820043314,287860,106.94734541,22.499308402,7.589146500090337,0.442600194870968,49.62876289482993,5404.929772577955,1137.0752717440744
RUMIPAMBA,24.0,3508.0,1517196293,28308.2,2080.6302825,1018.69889938,210.056118541,79.7066080443,118.9080676119,14.50404491719,20.12762862179,111678925,1728.8467250265,364.7357917172,7.360875156328358,0.413456240512828,71.10176069757172,6107.229442446005,1288.4457214418437
ITCHIMBIA,25.0,4025.0,994320733,33931.2,2190.2074603,1234.29778183,280.828206043,114.4441738642,205.22240300480001,24.083745208699998,28.53373136925,91945654,2708.253049551,605.7035756723,9.247082039936974,0.598353918228571,84.0929037854541,7981.601150419084,1785.0932937010775
PUENGASI,26.0,8161.0,1139284656,63206.3,5264.096184,2130.99089574,395.923324431,147.220629777,222.7690279462,26.38942097566,31.895172892679,74496911,3049.0375964284,634.83223865234,6.538919885238906,0.323360139390516,50.46201548370811,4823.94570862145,1004.381269987865
CHAVEZPAMBA,27.0,70.0,11024840,463.7,48.7637995,13.48252944,3.257898588,1.4145399547,3.0812337896,0.32562902759,0.15476501916,920682,25.143641085,6.0100387622,8.350981488646898,0.465184325128571,33.376109372439075,5422.394023075264,1296.1049735173603
BELISARIO QUEVEDO,28.0,5368.0,1346079857,44574.1,3169.0561755,1548.304088801,322.820274072,125.4040169264,202.4154276891,23.96973381815,24.75505537593,106222441,2424.218577755,514.3769261353,7.89124364888558,0.446530063676416,55.53685969190629,5438.625968342602,1153.9816308917061
QUITUMBE,29.0,11352.0,1806225117,79966.9,8110.1786864,2476.25892002,412.7172176278,146.792382598,206.0528324339,24.29259459502,34.984772938458,101596043,3288.9849465296,671.78401456019,5.624771910823976,0.213993962253524,43.74906734968844,4112.932909153163,840.0776003073647
IÑAQUITO,30.0,5297.0,3609643787,45074.9,3065.3502673,1495.21885453,355.819723992,144.6091554402,236.0019889954,27.87360305759,38.31244181231,280798171,3208.256278188,714.9511149023,7.779110276669761,0.526214896310931,84.99728632189976,7117.611527009489,1586.1402130726856
CHILLOGALLO,31.0,7751.0,931633339,56227.7,5048.9345456,1939.66566053,376.4237477544,144.5924992433,241.383640415,27.46823210648,27.49503838068,64043274,2845.9023580956,605.72752245581,6.874300312037325,0.35438307452561,48.89945414925384,5061.3885293113535,1077.2760088991904
NAYON,32.0,3131.0,789397336,24531.5,2211.2872408,704.43584426,115.606206874,41.0631724506,58.6075485367,6.88869486821,7.076316075375,35733878,749.2815856899,149.49818691494,4.526729021238873,0.220015805436282,28.845835254163013,3054.3651455879176,609.4131500924933
TURUBAMBA,33.0,9624.0,1153835415,53379.1,6849.7037174,2055.614470512,370.1286732986,136.9803385797,211.57277942593,24.344207127572002,21.711308776545,65297493,2215.8862063766,462.55171270403997,5.659168749004383,0.252953108141854,40.67380075075263,4151.224367545725,866.5408609437776
GUAMANI,34.0,12487.0,1354320151,68353.0,9162.013127,2502.15907654,428.08069715,156.5457501019,238.2014126672,27.42119537005,23.945532007305,69660719,2446.599125771,506.20092482914,5.1435931584745,0.219597944823016,35.03215953550685,3579.358807617808,740.5687019284303
SAN JUAN,35.0,5695.0,1261273325,54274.9,3327.2170698,1580.461998665,365.9969051,150.2262014646,271.0977560263,31.6859339261,35.16104194214,114350183,3616.371120961,812.0693896634,9.066249247447471,0.556381631713784,64.78324592424859,6663.063627866657,1496.2153585974363
POMASQUI,36.0,3927.0,796730654,31179.7,2387.5460907,1098.9258699480001,216.052242599,83.4712890212,141.004496666,16.74579342192,18.672627675993,60582787,1852.1880447968,402.6667013558,7.603923256920821,0.426427130682964,59.887130652292996,5940.365188878662,1291.4386647588015
COCHAPAMBA,37.0,5201.0,968964540,57034.9,3470.4941616,1270.28419965,234.314105629,87.7514376676,138.1560816567,15.93663013374,25.877715251898,60103113,2609.6037081853,549.9985633924,6.202818621467898,0.306414730508364,45.37172021323435,4575.450659482703,964.3193262237683
LA ECUATORIANA,38.0,10413.0,1097298856,61184.6,7416.8430063,2248.17700859,392.6088208254,143.3727393516,211.9982836257,24.82200925434,24.429786852025998,61314078,2427.7917132862,499.48504615924,5.587728274529656,0.238375196910977,39.92799961432452,3967.9784018955747,816.3574594901985
TABABELA,39.0,78.0,19805895,1410.3,55.4072723,15.20139432,3.347414446,1.3838781697,2.6600414217,0.28491054802,0.51511458705,1126605,61.655460873,13.2964025999,5.688229461848241,0.365269933358974,36.52517812167624,4371.79755179749,942.8066794228179
CUMBAYA,40.0,5721.0,1805991449,32733.2,3601.228286,1573.58413835,283.425810486,104.4839884998,158.2777430713,18.98135364781,14.613443582226,108641632,1459.8504949932,302.5321549266,6.015622711345205,0.33178384282136,44.64410318033678,4459.846562490682,924.2364172357118
ALANGASI,41.0,3321.0,860076609,21216.8,2081.0817898,882.11680297,174.2030105128,67.6605097605,115.93787734993,13.46476574669,10.904956114655,62161940,1171.2186013957,254.99397582062,7.227488779507431,0.405443111914785,51.39774195286283,5520.241513308793,1201.8493638089628
LA MERCED,42.0,1541.0,235921217,7627.5,1074.6850286,316.38956855,68.285427627,28.0554528884,53.5845307563,5.86093773771,3.012179634219,15791418,400.31374627590003,90.559630058,6.69351318910801,0.38033340283647,39.491047318505416,5248.2955919488695,1187.278007971157
PUEMBO,43.0,609.0,189241634,9060.9,434.3275383,120.75177477,24.917184533,10.0533750881,18.9501239696,2.0507390932,2.741859228043,11196908,424.2735813649,94.6803912344,5.916725629010897,0.336738767356322,30.260340893763313,4682.466215992893,1044.9336294893444
CONOCOTO,44.0,13693.0,3071911171,84022.1,9310.0697924,3252.93291373,581.0131802254,215.16801776094,333.8161534358,39.063763962808,33.6119845806836,177259694,3445.09612972694,719.70182588967,5.770339190892148,0.28528272812976,40.00374256378214,4100.226166362111,856.5625304410029
EL CONDADO,45.0,13392.0,1573501467,82977.8,9136.5879856,3067.10566222,586.034311356,225.0376050893,377.2344016549,42.64387322367,35.761383206577,105696419,3802.6120889798,815.00039574061,6.717274885139804,0.318427966126568,43.097531154811286,4582.686078661763,982.190894119403
GUAYLLABAMBA,46.0,1804.0,324104635,13715.4,1220.2013272,413.58827399,82.615088776,32.2294419939,55.3658514208,6.25118862569,6.247704467646,20326924,673.1101502766,145.8330584376,6.271716627911605,0.346518216501663,45.55247727114047,4907.6960954591195,1063.2796596351545
AMAGUAÑA,47.0,3848.0,657517842,22380.0,2696.2944286,817.92370502,160.849213654,63.0411446213,109.8915303161,12.24299837308,8.36047779968,39341489,1069.3289863664,236.64825146786,5.983334047449829,0.318165238385655,37.35691599499553,4778.056239349418,1057.409523985076
TUMBACO,48.0,6974.0,1751057050,55731.1,4548.6374475,1710.23808753,343.6571066606,135.0438488282,236.4235390948,26.81065217179,23.180292784933,114838340,2727.1780310225,593.19248010991,6.558229488301998,0.384437226438056,41.59310113192275,4893.458106914272,1064.38322608007
YARUQUI,49.0,1188.0,202221566,9989.4,812.7993472,249.18336356,56.468912501,23.5650579091,45.9833185386,4.96026765569,3.584724537431,14613361,582.6457852522,135.9232475625,7.226410766973937,0.417530947448653,35.88528377511162,5832.640451400484,1360.6747909033575
PUELLARO,50.0,413.0,53917846,2897.5,299.2386294,78.6345562,16.176319522,6.5681059821,12.3823899803,1.28386680515,0.987283395495,3037761,132.2898384517,29.6995651861,5.634054046874562,0.310863633208232,34.0736288350302,4565.65447633132,1025.0065637998275
EL QUINCHE,51.0,740.0,131286902,12136.699999999999,565.8837799,119.77767745,25.00695677,10.1513712407,19.1802100032,2.02403725118,4.475843134701,8576017,611.1191940873,134.4388559247,6.532271955580915,0.273518547456757,36.87858425025749,5035.299497287566,1107.7051910708842
CALDERON,52.0,22195.0,3591056480,150349.8,14358.9708014,5489.32484124,1129.210492387,445.9135956731,771.5801150892,89.07287597665,91.898892126224,260868090,8926.3950388292,1942.08496821125,7.264382827724593,0.401319558353908,61.12338834253455,5937.084744262514,1291.7110419909106
ATAHUALPA,53.0,264.0,31752846,1252.0,191.53125789999999,49.96778169,10.337153951,4.2120682496,7.9517352937,0.82374567204,0.33128660135,2273229,76.796365403,18.5738719842,7.159134445428622,0.312024875772727,26.460591162140574,6133.895000239616,1483.5361009744408
CHECA,54.0,455.0,105720419,6107.4,310.7942714,95.65276755,21.502497004000002,9.0081494252,18.042316601,1.91713883553,2.353488399286,6652823,321.018925026,72.65091737030001,6.292845570080072,0.421349194621978,38.535029624488324,5256.228919441988,1189.555577992272
SAN ANTONIO,55.0,3447.0,793464061,31990.1,2193.81896,869.54245878,180.802836525,72.3430243424,130.492736239,14.9192368992,19.127755372673,61529689,1933.6599458097,424.8874803061,7.754565373983915,0.432818012741514,59.79273391665859,6044.557365590293,1328.184282969106
GUALEA,56.0,68.0,4000364,346.3,40.393198,14.58088575,4.928373601,2.386472201,5.711070509,0.4544298944,0.13476044067,454784,34.42666575,8.426081181,11.368570156037228,0.668279256470588,38.91436346231591,9941.283785734911,2433.1738899797865
NANEGALITO,57.0,88.0,12448632,1397.6,52.2105849,21.15160473,5.935903896,2.724787359,5.977118669,0.503213612,0.69228613139,1318540,91.12182278,20.792761201,10.591847620194764,0.57183365,49.533924684459066,6519.878561820264,1487.747653191185
CALACALI,58.0,109.0,41815855,3030.6,70.3962412,23.16456375,6.200955713,2.783704191,6.454535436,0.6574965413,1.45450534941,3479953,303.01344666200004,77.0522801517,8.322089232727421,0.603207836055046,47.99397312116413,9998.463890384744,2542.47608235003
NONO,59.0,107.0,24711254,1351.1999999999998,64.3402792,23.26373612,7.219753057,3.4551619503,8.7210670086,0.85058001917,0.350231420018,2306649,122.647920553,30.8780272745,9.334407579981622,0.79493459735514,25.920028124481945,9076.962740748966,2285.229964068976
NANEGAL,60.0,83.0,11161607,1121.6,50.6384264,18.35650295,5.596226544,2.610097296,5.79874666,0.5091787189,0.67221565991,1361926,124.238373786,30.6366792381,12.2018787014015,0.613468336024096,59.933635869293866,11076.887819721827,2731.515623939016
PIFO,61.0,1353.0,335038369,16800.0,919.0810174,297.19310165,63.5702270854,25.81933386697,47.33631966501,5.121570685349,5.1049662068339,25624137,1055.210052222,245.81153351323,7.648120253904494,0.378534418724982,30.386703612106547,6281.012215607143,1463.1638899597021
SAN JOSE DE MINAS,62.0,660.0,62757157,3554.4,416.1068612,148.07204825,39.454905023,17.6323025,38.733884124,3.9508896345,1.85075386967,5998231,288.773655021,69.5499229058,9.557843080285071,0.598619641590909,52.06937513138646,8124.399477295746,1956.72751816903
PACTO,63.0,394.0,20479440,1629.1,231.6789323,86.21358984,28.671430599,14.022937263,33.413109565,2.4412865041,0.94394740699,2696196,184.539857558,44.9499520991,13.165380229862372,0.619615863984772,57.942876863912595,11327.718222208581,2759.189251678841
PINTAG,64.0,1048.0,121792928,9809.3,791.691879,169.96580675,38.6222285177,16.1446908128,31.57538813783,3.342108247954,2.8095622232342,6891460,403.6685558931,90.39800274739,5.658342017627502,0.318903458774237,28.641821773563862,4115.161692405167,921.5540634641617
LLOA,65.0,194.0,9146620,795.1,159.46220590000001,23.58901471,4.92249411,2.0224580521,4.0038278025,0.40538833343,0.174958309071,444409,28.286912341,6.3366258135,4.8587267245671,0.208963058469072,22.004566604326502,3557.6546775248394,796.9596042636146
