#,,,,,,,,,,,,,,,,"generated_by='OpenQuake engine 3.15.0-git0887e53562', start_date='2022-05-13T17:23:39', checksum=86841691, investigation_time=None, risk_investigation_time=None"
loss_type,nm_parroquia,no_damage,slight,moderate,extensive,complete,collapsed_value,collapsed_ratio,fatalities_value,fatalities_ratio,homeless_value,homeless_ratio,injured_value,injured_ratio,losses_value,losses_ratio
structural,CALACALI,8.68408E+01,1.77055E+01,2.67682E+00,8.50223E-01,9.26661E-01,9.44630E-02,8.66633E-04,1.78685E-01,5.89602E-05,6.33787E+01,2.09129E-02,1.24307E+01,4.10174E-03,8.82467E+05,2.11037E-02
structural,NAYON,2.25246E+03,7.64318E+02,7.75351E+01,2.00596E+01,1.66314E+01,1.93730E+00,6.18748E-04,1.76184E+00,7.18196E-05,2.56062E+02,1.04381E-02,3.90048E+01,1.58999E-03,2.13226E+07,2.70113E-02
structural,LLOA,8.21384E+01,6.09581E+01,1.80527E+01,8.83538E+00,2.40154E+01,2.42531E+00,1.25016E-02,1.04289E+00,1.31164E-03,1.46113E+02,1.83767E-01,3.57572E+01,4.49720E-02,2.04834E+06,2.23945E-01
structural,QUITUMBE,3.10271E+03,4.59507E+03,1.58828E+03,7.25712E+02,1.34023E+03,1.56287E+02,1.37674E-02,2.18287E+02,2.72972E-03,1.81709E+04,2.27230E-01,4.17506E+03,5.22098E-02,4.56633E+08,2.52811E-01
structural,LA ECUATORIANA,2.54082E+03,4.06116E+03,1.51739E+03,7.34116E+02,1.55952E+03,1.81306E+02,1.74115E-02,1.79699E+02,2.93699E-03,1.53605E+04,2.51052E-01,3.63127E+03,5.93493E-02,3.00016E+08,2.73413E-01
structural,ALANGASI,1.64531E+03,1.24159E+03,2.43209E+02,8.46534E+01,1.06233E+02,1.22799E+01,3.69766E-03,9.02746E+00,4.25486E-04,1.14402E+03,5.39207E-02,2.17307E+02,1.02422E-02,7.18862E+07,8.35812E-02
structural,PINTAG,8.35641E+02,1.67848E+02,2.64140E+01,8.56190E+00,9.53413E+00,1.00642E+00,9.60327E-04,8.05474E-01,8.21133E-05,1.52792E+02,1.55762E-02,2.73494E+01,2.78811E-03,3.33376E+06,2.73724E-02
structural,LA MERCED,1.04374E+03,3.81262E+02,6.56853E+01,2.25025E+01,2.78117E+01,2.99565E+00,1.94396E-03,1.37537E+00,1.80318E-04,2.42602E+02,3.18062E-02,4.63543E+01,6.07725E-03,1.16524E+07,4.93911E-02
structural,GUANGOPOLO,1.59633E+01,1.09661E+01,2.23303E+00,7.98514E-01,1.03903E+00,1.16485E-01,3.75758E-03,8.08015E-01,4.08357E-04,1.03672E+02,5.23939E-02,1.93991E+01,9.80395E-03,2.99936E+05,7.90751E-02
structural,CUMBAYA,3.30758E+03,1.98046E+03,2.73625E+02,8.05153E+01,7.88160E+01,9.35746E+00,1.63563E-03,6.91618E+00,2.11290E-04,8.78378E+02,2.68345E-02,1.48478E+02,4.53600E-03,8.35048E+07,4.62377E-02
structural,TUMBACO,4.57811E+03,1.93796E+03,2.78494E+02,8.63562E+01,9.30810E+01,1.03993E+01,1.49115E-03,7.41968E+00,1.33134E-04,1.19999E+03,2.15317E-02,2.11921E+02,3.80257E-03,7.23004E+07,4.12896E-02
structural,CONOCOTO,6.43432E+03,5.26467E+03,1.08919E+03,3.90547E+02,5.14275E+02,5.96928E+01,4.35936E-03,4.91100E+01,5.84489E-04,5.56490E+03,6.62314E-02,1.07714E+03,1.28197E-02,2.86872E+08,9.33856E-02
structural,PIFO,1.01994E+03,2.76415E+02,3.55643E+01,1.05693E+01,1.05077E+01,1.11935E+00,8.27309E-04,1.06230E+00,6.32321E-05,3.83174E+02,2.28080E-02,7.24128E+01,4.31029E-03,1.26658E+07,3.78040E-02
structural,NANEGALITO,6.52285E+01,1.79983E+01,2.90432E+00,9.34672E-01,9.34270E-01,7.76973E-02,8.82924E-04,7.02082E-02,5.02348E-05,1.63094E+01,1.16696E-02,2.73461E+00,1.95664E-03,4.13596E+05,3.32242E-02
structural,NANEGAL,6.99601E+01,1.07342E+01,1.49457E+00,4.31549E-01,3.79575E-01,3.55025E-02,4.27741E-04,7.12898E-02,6.35608E-05,1.78220E+01,1.58898E-02,3.19870E+00,2.85191E-03,2.56745E+05,2.30025E-02
structural,NONO,6.54739E+01,2.79431E+01,6.95678E+00,2.72968E+00,3.89651E+00,3.83239E-01,3.58167E-03,1.13769E-01,8.41988E-05,5.11846E+01,3.78809E-02,1.06294E+01,7.86662E-03,1.06673E+06,4.31678E-02
structural,SAN ANTONIO,2.79249E+03,5.82952E+02,4.96917E+01,1.22129E+01,9.64849E+00,1.07644E+00,3.12283E-04,1.15571E+00,3.61271E-05,1.93746E+02,6.05644E-03,2.88336E+01,9.01330E-04,1.39016E+07,1.75201E-02
structural,CALDERON,1.66914E+04,4.74448E+03,5.08274E+02,1.35034E+02,1.15802E+02,1.32034E+01,5.94882E-04,1.30390E+01,8.67246E-05,1.85906E+03,1.23649E-02,2.92573E+02,1.94595E-03,9.89902E+07,2.75657E-02
structural,LLANO CHICO,1.34878E+03,3.32752E+02,4.34812E+01,1.31515E+01,1.38319E+01,1.48278E+00,8.46337E-04,6.60950E-01,8.14390E-05,1.15579E+02,1.42410E-02,1.99848E+01,2.46243E-03,5.36485E+06,2.95167E-02
structural,ZAMBIZA,3.39668E+02,1.01897E+02,1.23203E+01,3.58298E+00,3.53183E+00,3.86795E-01,8.39035E-04,2.45720E-01,8.31623E-05,4.18392E+01,1.41602E-02,7.10325E+00,2.40405E-03,1.71080E+06,2.95377E-02
structural,PERUCHO,1.47586E+02,5.99283E+00,3.21282E-01,6.33698E-02,3.61709E-02,3.84041E-03,2.49377E-05,7.48417E-04,1.57363E-06,2.65289E-01,5.57800E-04,3.54848E-02,7.46106E-05,3.90009E+04,2.93506E-03
structural,SAN JOSE DE MINAS,6.08959E+02,4.59571E+01,3.67374E+00,8.42661E-01,5.67271E-01,5.98262E-02,9.06458E-05,2.24850E-02,6.32596E-06,7.27882E+00,2.04783E-03,1.09465E+00,3.07969E-04,4.35440E+05,6.93850E-03
structural,PUELLARO,3.89682E+02,2.18020E+01,1.15306E+00,2.28983E-01,1.34397E-01,1.39885E-02,3.38705E-05,6.55170E-03,2.26116E-06,2.24320E+00,7.74184E-04,3.04641E-01,1.05139E-04,2.20981E+05,4.09847E-03
structural,CHAVEZPAMBA,6.63583E+01,3.34061E+00,2.22986E-01,4.79384E-02,3.01217E-02,3.12364E-03,4.46235E-05,1.09102E-03,2.35286E-06,4.32577E-01,9.32881E-04,6.34015E-02,1.36730E-04,4.23830E+04,3.84432E-03
structural,TURUBAMBA,3.47911E+03,3.71284E+03,1.11844E+03,4.81748E+02,8.31871E+02,9.54225E+01,9.91506E-03,8.75222E+01,1.63963E-03,8.39951E+03,1.57356E-01,1.83910E+03,3.44536E-02,2.08569E+08,1.80761E-01
structural,AMAGUAÑA,1.93727E+03,1.32164E+03,3.01724E+02,1.15847E+02,1.71517E+02,1.90153E+01,4.94162E-03,1.24248E+01,5.55175E-04,1.76629E+03,7.89226E-02,3.66097E+02,1.63582E-02,6.55356E+07,9.96712E-02
structural,GUAMANI,4.27400E+03,4.84645E+03,1.49701E+03,6.60441E+02,1.20909E+03,1.38863E+02,1.11206E-02,1.22705E+02,1.79517E-03,1.14701E+04,1.67808E-01,2.55272E+03,3.73461E-02,2.68456E+08,1.98222E-01
structural,PUENGASI,3.96052E+03,3.14785E+03,6.01849E+02,2.05765E+02,2.45013E+02,2.89121E+01,3.54272E-03,3.59107E+01,5.68151E-04,3.83822E+03,6.07253E-02,7.22795E+02,1.14355E-02,9.55790E+07,8.38939E-02
structural,CHILLOGALLO,1.64743E+03,3.09018E+03,1.18282E+03,5.74491E+02,1.25608E+03,1.42842E+02,1.84288E-02,1.52698E+02,2.71571E-03,1.38902E+04,2.47035E-01,3.27444E+03,5.82353E-02,2.53761E+08,2.72383E-01
structural,CHIMBACALLE,1.29129E+03,1.89722E+03,5.42573E+02,2.22297E+02,3.46616E+02,4.04029E+01,9.39602E-03,5.82904E+01,1.42103E-03,5.72970E+03,1.39682E-01,1.21986E+03,2.97383E-02,1.30182E+08,1.66724E-01
structural,SAN BARTOLO,1.88072E+03,3.60427E+03,1.29840E+03,5.87427E+02,1.04318E+03,1.23621E+02,1.46923E-02,1.48094E+02,2.31083E-03,1.33319E+04,2.08027E-01,2.96460E+03,4.62589E-02,2.89137E+08,2.11592E-01
structural,CHILIBULO,1.58691E+03,2.20351E+03,6.31606E+02,2.63908E+02,4.40071E+02,5.02473E+01,9.80243E-03,6.13262E+01,1.25691E-03,6.39619E+03,1.31093E-01,1.36445E+03,2.79650E-02,1.41821E+08,1.63136E-01
structural,POMASQUI,3.01620E+03,8.10705E+02,6.94426E+01,1.70579E+01,1.35980E+01,1.57671E+00,4.01506E-04,1.61379E+00,5.17576E-05,2.54411E+02,8.15952E-03,3.89805E+01,1.25019E-03,1.64846E+07,2.06903E-02
structural,CENTRO HISTORICO,1.01439E+03,1.52910E+03,5.46562E+02,2.49037E+02,4.44910E+02,5.23271E+01,1.38285E-02,6.86294E+01,1.68116E-03,7.31540E+03,1.79199E-01,1.67268E+03,4.09744E-02,2.17416E+08,1.97527E-01
structural,CARCELEN,5.77652E+03,1.94594E+03,1.80148E+02,4.37427E+01,3.26490E+01,3.92904E+00,4.92423E-04,4.26011E+00,7.68760E-05,5.71498E+02,1.03130E-02,8.40074E+01,1.51596E-03,3.17297E+07,2.63592E-02
structural,COMITE DEL PUEBLO,4.24511E+03,1.39388E+03,1.52822E+02,4.11112E+01,3.60733E+01,4.16307E+00,7.09332E-04,4.90458E+00,1.06294E-04,6.43659E+02,1.39496E-02,1.01214E+02,2.19354E-03,3.13947E+07,3.14473E-02
structural,LA  ARGELIA,2.34386E+03,3.02919E+03,8.61661E+02,3.59885E+02,6.03408E+02,6.91009E+01,9.60001E-03,7.96249E+01,1.37492E-03,7.84906E+03,1.35534E-01,1.67124E+03,2.88581E-02,1.61894E+08,1.61830E-01
structural,LA FERROVIARIA,2.35931E+03,2.83027E+03,7.26869E+02,2.87621E+02,4.36930E+02,5.04270E+01,7.59328E-03,6.73696E+01,1.03091E-03,7.16038E+03,1.09570E-01,1.48639E+03,2.27452E-02,1.49748E+08,1.39029E-01
structural,LA MENA,1.67587E+03,2.58310E+03,8.18858E+02,3.55301E+02,6.12872E+02,7.15012E+01,1.18262E-02,8.39726E+01,1.89929E-03,7.67220E+03,1.73529E-01,1.67665E+03,3.79223E-02,1.61290E+08,2.02978E-01
structural,PONCEANO,3.95007E+03,1.69199E+03,2.10343E+02,5.77020E+01,4.98922E+01,5.86446E+00,9.83969E-04,9.05401E+00,1.66622E-04,1.14299E+03,2.10346E-02,1.82413E+02,3.35697E-03,6.00677E+07,3.69943E-02
structural,EL CONDADO,9.76570E+03,3.08648E+03,3.50796E+02,9.77820E+01,9.12436E+01,1.00625E+01,7.51378E-04,6.66234E+00,8.02906E-05,1.07173E+03,1.29159E-02,1.74425E+02,2.10206E-03,4.69881E+07,2.98621E-02
structural,COCHAPAMBA,3.61147E+03,1.36028E+03,1.51750E+02,4.11278E+01,3.63726E+01,4.11497E+00,7.91188E-04,5.50098E+00,9.64494E-05,8.04463E+02,1.41047E-02,1.28280E+02,2.24915E-03,3.02011E+07,3.11684E-02
structural,BELISARIO QUEVEDO,2.79642E+03,1.99536E+03,3.43698E+02,1.11193E+02,1.21327E+02,1.42945E+01,2.66291E-03,1.34784E+01,3.02382E-04,1.62555E+03,3.64685E-02,2.90169E+02,6.50981E-03,8.93092E+07,6.63476E-02
structural,SAN JUAN,2.27332E+03,2.29132E+03,5.71425E+02,2.25232E+02,3.33701E+02,3.88885E+01,6.82853E-03,4.13002E+01,7.60945E-04,4.73107E+03,8.71686E-02,9.87664E+02,1.81974E-02,1.52093E+08,1.20587E-01
structural,RUMIPAMBA,1.95974E+03,1.22922E+03,1.97976E+02,6.10908E+01,5.99733E+01,7.30801E+00,2.08324E-03,1.12499E+01,3.97408E-04,1.11912E+03,3.95333E-02,2.02567E+02,7.15577E-03,8.55853E+07,5.64102E-02
structural,LA LIBERTAD,1.12635E+03,1.14778E+03,2.76562E+02,1.08658E+02,1.65657E+02,1.88038E+01,6.65622E-03,1.92974E+01,7.01781E-04,2.38073E+03,8.65791E-02,4.96075E+02,1.80406E-02,4.46673E+07,1.15798E-01
structural,ITCHIMBIA,1.42600E+03,1.73159E+03,4.44140E+02,1.73458E+02,2.49819E+02,2.93126E+01,7.28264E-03,3.23780E+01,9.54224E-04,3.39578E+03,1.00078E-01,6.97236E+02,2.05485E-02,1.26483E+08,1.27206E-01
structural,JIPI JAPA,1.98421E+03,1.40835E+03,2.27689E+02,6.94946E+01,6.72590E+01,8.08822E+00,2.15284E-03,1.23229E+01,3.75767E-04,1.35089E+03,4.11933E-02,2.33497E+02,7.12012E-03,7.21476E+07,5.92261E-02
structural,COTOCOLLAO,2.47833E+03,1.14116E+03,1.41796E+02,3.98477E+01,3.68674E+01,4.28371E+00,1.11613E-03,4.92016E+00,1.59521E-04,6.44928E+02,2.09098E-02,1.05647E+02,3.42527E-03,2.97732E+07,4.15881E-02
structural,SOLANDA,1.31957E+03,3.82595E+03,1.62643E+03,7.80510E+02,1.44954E+03,1.69549E+02,1.88346E-02,2.60401E+02,3.32781E-03,2.10893E+04,2.69511E-01,4.84744E+03,6.19481E-02,3.58322E+08,2.80515E-01
structural,LA CONCEPCION,2.58648E+03,1.61385E+03,2.23716E+02,6.46498E+01,5.93041E+01,7.23153E+00,1.59005E-03,7.65135E+00,2.38669E-04,8.79947E+02,2.74483E-02,1.45344E+02,4.53374E-03,4.82958E+07,4.77096E-02
structural,KENNEDY,5.14504E+03,2.83256E+03,4.13538E+02,1.23421E+02,1.20439E+02,1.42079E+01,1.64538E-03,1.92035E+01,2.77560E-04,2.25127E+03,3.25390E-02,3.83530E+02,5.54340E-03,9.29032E+07,5.31556E-02
structural,MARISCAL SUCRE,1.13891E+03,1.00542E+03,2.57128E+02,1.00502E+02,1.41033E+02,1.64699E+01,6.23152E-03,1.14154E+01,8.37425E-04,1.15482E+03,8.47171E-02,2.37130E+02,1.73957E-02,1.35584E+08,9.36482E-02
structural,IÑAQUITO,3.02532E+03,1.74645E+03,3.15330E+02,1.02799E+02,1.07100E+02,1.25922E+01,2.37723E-03,1.75657E+01,3.89700E-04,1.72388E+03,3.82449E-02,3.23525E+02,7.17749E-03,1.89950E+08,5.26229E-02
structural,LA MAGDALENA,8.35840E+02,1.60840E+03,5.44193E+02,2.39689E+02,4.18874E+02,4.86620E+01,1.33430E-02,5.69831E+01,2.00984E-03,5.31108E+03,1.87326E-01,1.17385E+03,4.14028E-02,1.62373E+08,2.07875E-01
structural,SAN ISIDRO,2.99975E+03,1.23286E+03,1.56503E+02,4.39967E+01,3.98851E+01,4.62764E+00,1.03457E-03,6.56060E+00,1.57356E-04,8.38519E+02,2.01118E-02,1.36916E+02,3.28391E-03,3.97194E+07,4.05097E-02
structural,GUAYLLABAMBA,1.50537E+03,2.66991E+02,2.21929E+01,5.34652E+00,4.09546E+00,4.56280E-01,2.52927E-04,3.69669E-01,2.69528E-05,6.51723E+01,4.75176E-03,9.72307E+00,7.08916E-04,4.63326E+06,1.42956E-02
structural,EL QUINCHE,6.75012E+02,5.77286E+01,5.01799E+00,1.25416E+00,9.87701E-01,1.03055E-01,1.39264E-04,1.73934E-01,1.43312E-05,4.61440E+01,3.80203E-03,6.77577E+00,5.58288E-04,1.35614E+06,1.03296E-02
structural,TABABELA,6.20443E+01,1.31729E+01,1.73555E+00,5.20887E-01,5.26322E-01,5.52519E-02,7.08357E-04,6.74758E-02,4.78450E-05,1.32838E+01,9.41915E-03,2.17747E+00,1.54398E-03,3.92114E+05,1.97979E-02
structural,YARUQUI,9.68799E+02,1.85566E+02,2.17101E+01,6.18226E+00,5.74360E+00,6.11307E-01,5.14568E-04,3.52807E-01,3.53182E-05,9.70223E+01,9.71252E-03,1.69716E+01,1.69896E-03,4.04432E+06,1.99994E-02
structural,PUEMBO,4.71677E+02,1.13205E+02,1.47950E+01,4.51806E+00,4.80558E+00,5.10892E-01,8.38902E-04,5.00815E-01,5.52721E-05,1.23982E+02,1.36832E-02,2.15754E+01,2.38116E-03,4.71839E+06,2.49332E-02
structural,CHECA,3.81465E+02,6.31977E+01,6.79270E+00,1.87400E+00,1.67065E+00,1.75672E-01,3.86092E-04,1.51901E-01,2.48717E-05,3.65949E+01,5.99189E-03,5.99600E+00,9.81759E-04,1.54019E+06,1.45685E-02
structural,PACTO,3.48063E+02,3.87577E+01,4.90164E+00,1.30275E+00,9.75409E-01,8.41310E-02,2.13530E-04,3.76625E-02,2.31186E-05,1.03305E+01,6.34126E-03,1.59265E+00,9.77624E-04,2.70428E+05,1.32048E-02
structural,GUALEA,5.70888E+01,8.70714E+00,1.39858E+00,4.19661E-01,3.85862E-01,3.46205E-02,5.09126E-04,9.96522E-03,2.87763E-05,3.43239E+00,9.91161E-03,5.95343E-01,1.71916E-03,8.17517E+04,2.04361E-02
structural,ATAHUALPA,2.52117E+02,1.11658E+01,5.51106E-01,1.06257E-01,5.98015E-02,6.22135E-03,2.35657E-05,2.20104E-03,1.75802E-06,1.37825E+00,1.10084E-03,2.02381E-01,1.61646E-04,1.31991E+05,4.15683E-03
